customer_id,last_purchase,frequency,monetary,recency_days,r_score,f_score,m_score,rfm_score,segment
17706,2011-12-05 13:34:00,17,10504.49,5,5,5,5,15,Champions
15251,2011-11-30 15:02:00,11,10484.99,10,5,5,5,15,Champions
14062,2011-11-30 10:04:00,12,10464.85,10,5,5,5,15,Champions
15615,2011-11-29 14:42:00,23,10399.74,11,5,5,5,15,Champions
13001,2011-12-05 14:51:00,13,9818.82,5,5,5,5,15,Champions
13199,2011-12-06 12:30:00,38,9817.12,4,5,5,5,15,Champions
15078,2011-12-02 15:41:00,32,9743.11,8,5,5,5,15,Champions
13458,2011-12-02 15:29:00,14,9646.57,8,5,5,5,15,Champions
16523,2011-12-08 09:06:00,21,9418.470000000001,2,5,5,5,15,Champions
14367,2011-12-01 13:19:00,16,9261.52,9,5,5,5,15,Champions
14667,2011-11-29 11:30:00,25,9241.2,11,5,5,5,15,Champions
18092,2011-12-07 13:14:00,11,9068.26,3,5,5,5,15,Champions
13969,2011-12-02 15:11:00,18,9053.94,8,5,5,5,15,Champions
13090,2011-12-01 12:39:00,14,8910.82,9,5,5,5,15,Champions
16033,2011-12-04 12:44:00,20,8816.4,6,5,5,5,15,Champions
17017,2011-12-07 09:32:00,20,8694.26,3,5,5,5,15,Champions
17243,2011-12-08 13:26:00,26,8676.85,2,5,5,5,15,Champions
17306,2011-11-29 12:14:00,19,8631.31,11,5,5,5,15,Champions
14527,2011-12-07 12:19:00,55,8508.82,3,5,5,5,15,Champions
12683,2011-12-05 16:31:00,15,8476.57,5,5,5,5,15,Champions
15358,2011-12-05 09:04:00,22,8347.2,5,5,5,5,15,Champions
16558,2011-12-09 10:20:00,20,8338.49,1,5,5,5,15,Champions
14056,2011-12-08 13:36:00,23,8214.65,2,5,5,5,15,Champions
16672,2011-12-07 16:29:00,20,8134.9400000000005,3,5,5,5,15,Champions
13854,2011-12-01 09:06:00,25,8109.5199999999995,9,5,5,5,15,Champions
18109,2011-12-08 11:36:00,26,8052.97,2,5,5,5,15,Champions
14796,2011-12-08 15:31:00,17,8022.49,2,5,5,5,15,Champions
15290,2011-12-05 11:39:00,18,7943.22,5,5,5,5,15,Champions
17811,2011-12-05 13:46:00,39,7837.7300000000005,5,5,5,5,15,Champions
15194,2011-12-06 15:10:00,15,7616.53,4,5,5,5,15,Champions
13263,2011-12-08 13:59:00,35,7454.07,2,5,5,5,15,Champions
12583,2011-12-07 08:07:00,15,7281.38,3,5,5,5,15,Champions
18229,2011-11-28 09:48:00,20,7276.900000000001,12,5,5,5,15,Champions
16923,2011-11-27 13:00:00,19,7247.61,13,5,5,5,15,Champions
16873,2011-12-05 12:05:00,6,7123.62,5,5,5,5,15,Champions
13985,2011-12-05 17:06:00,15,7060.13,5,5,5,5,15,Champions
14961,2011-11-29 09:42:00,9,7044.68,11,5,5,5,15,Champions
12766,2011-12-06 08:46:00,7,6989.63,4,5,5,5,15,Champions
12989,2011-12-06 15:28:00,15,6924.110000000001,4,5,5,5,15,Champions
15023,2011-12-06 17:23:00,11,6802.76,4,5,5,5,15,Champions
18055,2011-12-02 14:25:00,10,6784.1900000000005,8,5,5,5,15,Champions
15601,2011-11-28 15:15:00,14,6776.56,12,5,5,5,15,Champions
13576,2011-11-29 15:34:00,18,6717.34,11,5,5,5,15,Champions
16746,2011-12-05 12:33:00,18,6697.66,5,5,5,5,15,Champions
16353,2011-12-06 12:23:00,23,6675.71,4,5,5,5,15,Champions
15144,2011-12-01 15:12:00,17,6580.44,9,5,5,5,15,Champions
18223,2011-12-05 09:11:00,14,6484.54,5,5,5,5,15,Champions
15694,2011-12-09 09:44:00,14,6479.4,1,5,5,5,15,Champions
13225,2011-12-06 13:29:00,7,6463.84,4,5,5,5,15,Champions
13102,2011-12-08 12:52:00,24,6424.09,2,5,5,5,15,Champions
13668,2011-12-07 12:11:00,21,6363.59,3,5,5,5,15,Champions
13709,2011-12-06 10:28:00,13,6328.05,4,5,5,5,15,Champions
17315,2011-12-08 12:15:00,38,6292.26,2,5,5,5,15,Champions
14060,2011-12-05 12:29:00,19,6140.42,5,5,5,5,15,Champions
13418,2011-11-28 10:23:00,18,6127.43,12,5,5,5,15,Champions
14735,2011-12-06 12:09:00,32,6065.69,4,5,5,5,15,Champions
14415,2011-12-08 14:38:00,13,5900.28,2,5,5,5,15,Champions
13534,2011-12-07 14:52:00,25,5870.08,3,5,5,5,15,Champions
12720,2011-12-07 08:03:00,25,5781.73,3,5,5,5,15,Champions
15218,2011-11-29 11:48:00,11,5756.89,11,5,5,5,15,Champions
17686,2011-12-02 15:39:00,7,5739.46,8,5,5,5,15,Champions
13468,2011-12-08 10:39:00,37,5704.97,2,5,5,5,15,Champions
14110,2011-12-06 12:26:00,12,5683.15,4,5,5,5,15,Champions
17049,2011-12-07 10:48:00,9,5659.9800000000005,3,5,5,5,15,Champions
13004,2011-11-28 11:27:00,18,5655.91,12,5,5,5,15,Champions
18118,2011-11-29 11:32:00,26,5653.82,11,5,5,5,15,Champions
14688,2011-12-02 12:26:00,21,5630.87,8,5,5,5,15,Champions
17757,2011-12-08 15:31:00,30,5605.29,2,5,5,5,15,Champions
12839,2011-12-07 12:33:00,14,5591.42,3,5,5,5,15,Champions
16161,2011-12-08 12:10:00,19,5575.56,2,5,5,5,15,Champions
18225,2011-12-06 13:27:00,12,5509.12,4,5,5,5,15,Champions
16265,2011-11-30 16:41:00,9,5447.0,10,5,5,5,15,Champions
18198,2011-12-05 14:49:00,17,5425.56,5,5,5,5,15,Champions
12490,2011-12-04 16:07:00,10,5417.93,6,5,5,5,15,Champions
16701,2011-12-01 11:10:00,13,5398.3,9,5,5,5,15,Champions
13269,2011-12-08 14:53:00,15,5346.2300000000005,2,5,5,5,15,Champions
17730,2011-12-06 15:43:00,13,5298.4800000000005,4,5,5,5,15,Champions
12362,2011-12-06 15:40:00,10,5226.23,4,5,5,5,15,Champions
15046,2011-11-30 15:50:00,15,5213.7699999999995,10,5,5,5,15,Champions
13756,2011-12-07 16:44:00,14,5189.52,3,5,5,5,15,Champions
16191,2011-12-07 11:26:00,13,5180.52,3,5,5,5,15,Champions
17858,2011-12-04 11:56:00,12,5155.66,6,5,5,5,15,Champions
13599,2011-12-08 16:10:00,21,5153.67,2,5,5,5,15,Champions
15903,2011-11-30 08:08:00,7,5126.76,10,5,5,5,15,Champions
17602,2011-12-07 13:53:00,6,5102.97,3,5,5,5,15,Champions
16700,2011-12-01 11:00:00,13,5076.55,9,5,5,5,15,Champions
14562,2011-12-06 11:05:00,18,5074.77,4,5,5,5,15,Champions
17426,2011-12-01 18:07:00,6,5037.26,9,5,5,5,15,Champions
14755,2011-11-30 11:24:00,11,5010.28,10,5,5,5,15,Champions
15547,2011-12-02 12:52:00,14,4954.84,8,5,5,5,15,Champions
12437,2011-12-08 11:35:00,18,4951.41,2,5,5,5,15,Champions
12664,2011-12-01 17:07:00,9,4881.88,9,5,5,5,15,Champions
14292,2011-12-02 11:50:00,9,4871.93,8,5,5,5,15,Champions
13013,2011-12-08 15:01:00,13,4810.9400000000005,2,5,5,5,15,Champions
15555,2011-11-27 16:19:00,16,4805.17,13,5,5,5,15,Champions
17365,2011-11-27 12:13:00,8,4801.56,13,5,5,5,15,Champions
15298,2011-12-07 17:17:00,12,4799.9,3,5,5,5,15,Champions
15187,2011-12-08 11:56:00,16,4777.18,2,5,5,5,15,Champions
12955,2011-12-08 16:29:00,11,4757.16,2,5,5,5,15,Champions
14180,2011-11-29 10:56:00,25,4748.52,11,5,5,5,15,Champions
15152,2011-11-30 12:32:00,13,4745.69,10,5,5,5,15,Champions
14135,2011-12-08 11:38:00,15,4690.31,2,5,5,5,15,Champions
14191,2011-12-08 09:23:00,13,4684.76,2,5,5,5,15,Champions
14189,2011-12-07 15:55:00,15,4654.08,3,5,5,5,15,Champions
14390,2011-11-29 13:49:00,9,4652.82,11,5,5,5,15,Champions
16931,2011-12-04 13:15:00,21,4604.22,6,5,5,5,15,Champions
17068,2011-11-27 13:14:00,21,4552.14,13,5,5,5,15,Champions
13267,2011-12-07 11:12:00,19,4521.49,3,5,5,5,15,Champions
12524,2011-11-30 15:31:00,8,4485.72,10,5,5,5,15,Champions
17364,2011-12-09 09:00:00,11,4481.18,1,5,5,5,15,Champions
12627,2011-11-29 12:07:00,7,4478.53,11,5,5,5,15,Champions
14085,2011-12-07 13:46:00,18,4448.54,3,5,5,5,15,Champions
14534,2011-12-07 12:19:00,18,4447.05,3,5,5,5,15,Champions
13069,2011-12-09 08:39:00,24,4436.12,1,5,5,5,15,Champions
16626,2011-12-09 11:56:00,17,4413.1,1,5,5,5,15,Champions
17567,2011-12-02 15:48:00,8,4331.48,8,5,5,5,15,Champions
12347,2011-12-07 15:52:00,7,4310.0,3,5,5,5,15,Champions
17937,2011-12-01 11:45:00,7,4301.22,9,5,5,5,15,Champions
14422,2011-12-09 11:26:00,6,4263.64,1,5,5,5,15,Champions
17419,2011-11-28 13:47:00,12,4226.57,12,5,5,5,15,Champions
15804,2011-12-09 12:31:00,13,4206.39,1,5,5,5,15,Champions
17920,2011-12-05 14:29:00,17,4204.1,5,5,5,5,15,Champions
12747,2011-12-07 14:34:00,11,4196.01,3,5,5,5,15,Champions
18041,2011-11-28 11:39:00,21,4183.39,12,5,5,5,15,Champions
15570,2011-12-02 14:47:00,12,4165.52,8,5,5,5,15,Champions
16549,2011-11-29 15:06:00,10,4154.64,11,5,5,5,15,Champions
15514,2011-11-27 14:40:00,11,4139.46,13,5,5,5,15,Champions
12569,2011-12-07 16:24:00,32,4124.69,3,5,5,5,15,Champions
16592,2011-12-05 13:49:00,16,4113.68,5,5,5,5,15,Champions
16401,2011-12-08 18:15:00,12,4098.32,2,5,5,5,15,Champions
14092,2011-12-02 12:13:00,14,4076.91,8,5,5,5,15,Champions
14401,2011-12-05 13:30:00,13,4051.48,5,5,5,5,15,Champions
12841,2011-12-05 11:13:00,25,4022.35,5,5,5,5,15,Champions
12957,2011-11-30 09:53:00,8,4017.54,10,5,5,5,15,Champions
14547,2011-12-06 11:06:00,8,4007.54,4,5,5,5,15,Champions
17769,2011-11-27 11:18:00,10,3997.98,13,5,5,5,15,Champions
17001,2011-12-09 09:38:00,11,3989.57,1,5,5,5,15,Champions
17611,2011-12-02 13:29:00,15,3984.22,8,5,5,5,15,Champions
12727,2011-11-29 11:46:00,7,3980.7,11,5,5,5,15,Champions
14299,2011-12-01 16:05:00,9,3965.62,9,5,5,5,15,Champions
13183,2011-12-02 10:30:00,9,3957.78,8,5,5,5,15,Champions
17651,2011-11-28 10:29:00,10,3945.0,12,5,5,5,15,Champions
14739,2011-12-05 16:54:00,7,3902.28,5,5,5,5,15,Champions
13999,2011-11-29 13:40:00,12,3901.81,11,5,5,5,15,Champions
14291,2011-12-08 10:26:00,11,3883.25,2,5,5,5,15,Champions
12662,2011-12-09 11:59:00,11,3849.78,1,5,5,5,15,Champions
13266,2011-11-28 14:39:00,12,3834.2599999999998,12,5,5,5,15,Champions
17091,2011-12-07 10:43:00,9,3827.76,3,5,5,5,15,Champions
15867,2011-12-04 13:32:00,15,3812.64,6,5,5,5,15,Champions
13435,2011-12-04 14:45:00,7,3809.8900000000003,6,5,5,5,15,Champions
16145,2011-12-01 10:33:00,11,3799.4900000000002,9,5,5,5,15,Champions
16168,2011-11-29 12:45:00,27,3787.6,11,5,5,5,15,Champions
12562,2011-12-01 17:20:00,7,3781.7400000000002,9,5,5,5,15,Champions
17173,2011-12-04 14:40:00,8,3766.6,6,5,5,5,15,Champions
16904,2011-12-05 13:10:00,16,3754.27,5,5,5,5,15,Champions
17238,2011-12-07 11:35:00,17,3744.65,3,5,5,5,15,Champions
14282,2011-12-06 17:04:00,15,3729.34,4,5,5,5,15,Champions
12553,2011-12-01 16:38:00,10,3692.28,9,5,5,5,15,Champions
13137,2011-11-29 12:09:00,8,3650.41,11,5,5,5,15,Champions
12417,2011-12-06 14:52:00,9,3649.1,4,5,5,5,15,Champions
16712,2011-11-30 13:48:00,11,3645.43,10,5,5,5,15,Champions
13426,2011-12-09 08:59:00,10,3641.32,1,5,5,5,15,Champions
17528,2011-12-08 13:27:00,8,3628.5,2,5,5,5,15,Champions
17576,2011-12-01 17:56:00,19,3622.68,9,5,5,5,15,Champions
16242,2011-12-01 15:12:00,7,3603.21,9,5,5,5,15,Champions
14132,2011-12-07 13:35:00,11,3586.0299999999997,3,5,5,5,15,Champions
17491,2011-12-08 16:18:00,10,3558.87,2,5,5,5,15,Champions
15544,2011-11-30 16:43:00,9,3546.71,10,5,5,5,15,Champions
14503,2011-12-06 13:30:00,6,3543.26,4,5,5,5,15,Champions
13953,2011-12-02 16:04:00,7,3515.68,8,5,5,5,15,Champions
16360,2011-12-05 12:16:00,6,3512.53,5,5,5,5,15,Champions
14395,2011-12-07 14:34:00,9,3507.71,3,5,5,5,15,Champions
14907,2011-12-06 14:14:00,7,3501.1,4,5,5,5,15,Champions
16458,2011-12-07 09:34:00,18,3482.7400000000002,3,5,5,5,15,Champions
13014,2011-11-29 12:27:00,10,3466.2799999999997,11,5,5,5,15,Champions
13536,2011-12-08 16:38:00,7,3448.29,2,5,5,5,15,Champions
13198,2011-11-29 15:17:00,6,3401.2400000000002,11,5,5,5,15,Champions
16011,2011-12-01 16:31:00,16,3362.71,9,5,5,5,15,Champions
16818,2011-11-29 10:41:00,11,3349.57,11,5,5,5,15,Champions
17183,2011-12-02 10:07:00,6,3347.31,8,5,5,5,15,Champions
14702,2011-12-08 19:29:00,17,3292.14,2,5,5,5,15,Champions
15443,2011-12-08 10:40:00,7,3236.91,2,5,5,5,15,Champions
14388,2011-11-29 13:32:00,8,3212.84,11,5,5,5,15,Champions
13758,2011-11-28 11:11:00,7,3190.55,12,5,5,5,15,Champions
17231,2011-11-27 15:18:00,10,3174.32,13,5,5,5,15,Champions
15861,2011-11-27 15:59:00,8,3165.36,13,5,5,5,15,Champions
16156,2011-12-01 12:42:00,9,3122.04,9,5,5,5,15,Champions
13685,2011-12-07 11:41:00,7,3119.44,3,5,5,5,15,Champions
16326,2011-12-04 10:11:00,14,3110.96,6,5,5,5,15,Champions
16678,2011-12-07 12:17:00,12,3109.99,3,5,5,5,15,Champions
16905,2011-12-04 14:01:00,7,3102.43,6,5,5,5,15,Champions
18272,2011-12-07 12:43:00,6,3078.58,3,5,5,5,15,Champions
14456,2011-12-04 13:59:00,9,3062.4,6,5,5,5,15,Champions
16393,2011-12-07 12:51:00,13,3046.21,3,5,5,5,15,Champions
12598,2011-11-30 12:18:00,8,3023.08,10,5,5,5,15,Champions
15687,2011-12-01 08:33:00,9,2993.1,9,5,5,5,15,Champions
14032,2011-12-07 15:23:00,11,2975.59,3,5,5,5,15,Champions
15854,2011-12-05 13:39:00,12,2974.65,5,5,5,5,15,Champions
17924,2011-11-28 09:11:00,7,2962.5,12,5,5,5,15,Champions
14868,2011-12-06 14:49:00,8,2953.59,4,5,5,5,15,Champions
17644,2011-12-08 13:43:00,11,2895.64,2,5,5,5,15,Champions
18144,2011-12-02 12:46:00,12,2888.75,8,5,5,5,15,Champions
15628,2011-12-05 10:24:00,9,2870.2400000000002,5,5,5,5,15,Champions
14711,2011-11-29 14:58:00,11,2868.8,11,5,5,5,15,Champions
15984,2011-12-07 12:16:00,10,2837.67,3,5,5,5,15,Champions
14572,2011-12-06 14:40:00,7,2832.84,4,5,5,5,15,Champions
18230,2011-11-30 13:22:00,7,2810.2000000000003,10,5,5,5,15,Champions
13230,2011-12-05 16:03:00,14,2806.97,5,5,5,5,15,Champions
16764,2011-12-06 11:41:00,13,2799.25,4,5,5,5,15,Champions
15993,2011-12-01 10:45:00,7,2797.57,9,5,5,5,15,Champions
13769,2011-12-07 15:08:00,10,2796.51,3,5,5,5,15,Champions
17739,2011-11-28 09:12:00,7,2791.35,12,5,5,5,15,Champions
13870,2011-12-07 13:23:00,8,2770.94,3,5,5,5,15,Champions
15796,2011-12-08 19:55:00,8,2711.56,2,5,5,5,15,Champions
14732,2011-12-01 14:34:00,8,2702.4900000000002,9,5,5,5,15,Champions
18097,2011-12-02 11:16:00,6,2697.8,8,5,5,5,15,Champions
17386,2011-12-02 11:28:00,6,2686.42,8,5,5,5,15,Champions
17346,2011-12-06 12:18:00,15,2676.56,4,5,5,5,15,Champions
14713,2011-11-30 16:26:00,11,2666.36,10,5,5,5,15,Champions
17655,2011-11-29 11:34:00,7,2638.94,11,5,5,5,15,Champions
17402,2011-12-05 10:15:00,13,2633.85,5,5,5,5,15,Champions
18077,2011-12-01 13:32:00,11,2633.0099999999998,9,5,5,5,15,Champions
18210,2011-12-08 11:02:00,6,2621.38,2,5,5,5,15,Champions
14262,2011-12-01 14:17:00,8,2618.23,9,5,5,5,15,Champions
13021,2011-12-05 16:37:00,9,2616.38,5,5,5,5,15,Champions
14397,2011-12-07 09:22:00,19,2612.96,3,5,5,5,15,Champions
16241,2011-11-30 11:08:00,13,2607.87,10,5,5,5,15,Champions
14408,2011-11-29 11:41:00,7,2606.53,11,5,5,5,15,Champions
14243,2011-12-01 11:12:00,10,2588.77,9,5,5,5,15,Champions
15033,2011-12-05 12:40:00,10,2586.67,5,5,5,5,15,Champions
18245,2011-12-02 14:48:00,7,2567.06,8,5,5,5,15,Champions
15572,2011-12-05 10:09:00,7,2552.86,5,5,5,5,15,Champions
14701,2011-11-29 12:38:00,9,2549.37,11,5,5,5,15,Champions
14659,2011-12-01 12:17:00,9,2529.93,9,5,5,5,15,Champions
17449,2011-12-07 16:56:00,7,2520.86,3,5,5,5,15,Champions
13394,2011-12-08 11:36:00,8,2520.02,2,5,5,5,15,Champions
15271,2011-12-02 14:11:00,15,2507.07,8,5,5,5,15,Champions
15932,2011-12-05 17:13:00,8,2495.87,5,5,5,5,15,Champions
17682,2011-11-29 15:59:00,6,2474.33,11,5,5,5,15,Champions
17188,2011-11-28 13:53:00,7,2474.23,12,5,5,5,15,Champions
14766,2011-12-01 16:05:00,6,2473.37,9,5,5,5,15,Champions
15750,2011-12-07 12:34:00,8,2465.48,3,5,5,5,15,Champions
13784,2011-11-30 09:33:00,11,2462.79,10,5,5,5,15,Champions
13949,2011-12-07 09:35:00,6,2427.32,3,5,5,5,15,Champions
16143,2011-12-06 14:13:00,6,2424.94,4,5,5,5,15,Champions
15089,2011-11-29 16:31:00,6,2420.84,11,5,5,5,15,Champions
15373,2011-12-01 15:05:00,12,2415.91,9,5,5,5,15,Champions
18065,2011-12-04 10:30:00,14,2392.83,6,5,5,5,15,Champions
17530,2011-12-08 18:42:00,10,2385.0,2,5,5,5,15,Champions
17434,2011-12-07 13:16:00,7,2373.82,3,5,5,5,15,Champions
15755,2011-11-29 14:57:00,6,2364.25,11,5,5,5,15,Champions
14309,2011-12-01 13:33:00,9,2352.53,9,5,5,5,15,Champions
12704,2011-12-02 13:15:00,8,2340.84,8,5,5,5,15,Champions
12584,2011-12-06 09:35:00,9,2338.15,4,5,5,5,15,Champions
17954,2011-12-04 14:15:00,12,2332.72,6,5,5,5,15,Champions
17744,2011-12-06 12:11:00,6,2322.4,4,5,5,5,15,Champions
13994,2011-12-06 11:05:00,6,2313.14,4,5,5,5,15,Champions
13704,2011-12-04 15:13:00,9,2308.06,6,5,5,5,15,Champions
12684,2011-12-02 09:53:00,7,2283.63,8,5,5,5,15,Champions
16782,2011-11-29 13:20:00,13,2279.9,11,5,5,5,15,Champions
14432,2011-11-30 08:04:00,6,2255.51,10,5,5,5,15,Champions
14560,2011-12-02 15:22:00,22,2237.77,8,5,5,5,15,Champions
16076,2011-12-06 14:59:00,10,2234.73,4,5,5,5,15,Champions
14825,2011-12-06 11:38:00,12,2226.91,4,5,5,5,15,Champions
12783,2011-12-07 15:56:00,6,2225.91,3,5,5,5,15,Champions
12856,2011-12-02 10:52:00,6,2179.93,8,5,5,5,15,Champions
13755,2011-12-06 12:26:00,9,2161.35,4,5,5,5,15,Champions
12935,2011-12-07 17:25:00,7,2160.7,3,5,5,5,15,Champions
16966,2011-12-01 13:40:00,7,2154.97,9,5,5,5,15,Champions
16407,2011-11-27 11:05:00,10,2126.93,13,5,5,5,15,Champions
17861,2011-12-06 16:21:00,8,2100.8,4,5,5,5,15,Champions
13126,2011-12-05 10:00:00,8,2099.64,5,5,5,5,15,Champions
18283,2011-12-06 12:02:00,16,2094.88,4,5,5,5,15,Champions
13571,2011-11-27 10:47:00,12,2092.32,13,5,5,5,15,Champions
17490,2011-12-09 09:08:00,7,2092.32,1,5,5,5,15,Champions
18044,2011-12-05 14:26:00,10,2088.6,5,5,5,5,15,Champions
16954,2011-12-09 09:46:00,9,2085.08,1,5,5,5,15,Champions
14696,2011-12-05 13:43:00,7,2078.95,5,5,5,5,15,Champions
14209,2011-11-29 10:18:00,6,2073.43,11,5,5,5,15,Champions
18241,2011-11-30 12:10:00,17,2073.09,10,5,5,5,15,Champions
18219,2011-12-07 11:43:00,10,2069.77,3,5,5,5,15,Champions
12415,2011-11-15 14:22:00,21,124914.53,25,4,5,5,14,Champions
12931,2011-11-18 12:39:00,15,42055.96,22,4,5,5,14,Champions
16422,2011-11-22 14:00:00,51,34684.4,18,4,5,5,14,Champions
14680,2011-11-14 16:59:00,16,28754.11,26,4,5,5,14,Champions
12753,2011-11-17 10:52:00,6,21429.39,23,4,5,5,14,Champions
12731,2011-11-16 11:59:00,12,18895.91,24,4,5,5,14,Champions
14607,2011-11-24 10:35:00,14,16569.5,16,4,5,5,14,Champions
12681,2011-11-25 11:33:00,22,13787.54,15,4,5,5,14,Champions
12540,2011-11-20 11:31:00,17,13400.24,20,4,5,5,14,Champions
16000,2011-12-07 12:17:00,3,12393.7,3,5,4,5,14,Champions
17340,2011-11-10 10:45:00,11,12353.29,30,4,5,5,14,Champions
15125,2011-11-14 13:57:00,15,11528.48,26,4,5,5,14,Champions
15482,2011-11-24 10:46:00,12,11054.96,16,4,5,5,14,Champions
17139,2011-11-24 10:12:00,12,10668.47,16,4,5,5,14,Champions
17865,2011-11-09 12:08:00,20,10526.32,31,4,5,5,14,Champions
15502,2011-11-24 12:48:00,12,10384.93,16,4,5,5,14,Champions
12709,2011-11-24 15:38:00,15,9736.52,16,4,5,5,14,Champions
14733,2011-11-23 15:39:00,12,9585.91,17,4,5,5,14,Champions
12567,2011-11-17 11:02:00,10,9401.28,23,4,5,5,14,Champions
12451,2011-11-29 08:40:00,5,9035.52,11,5,4,5,14,Champions
13488,2011-11-22 14:41:00,13,8968.31,18,4,5,5,14,Champions
16656,2011-11-17 14:43:00,15,8625.8,23,4,5,5,14,Champions
18139,2011-11-22 10:44:00,6,8438.34,18,4,5,5,14,Champions
12428,2011-11-14 08:22:00,9,7956.46,26,4,5,5,14,Champions
